Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
951,346,3113,47,49,98,95,67,67,25,25,23,20,17,17,58,50,70,74,50,55,75,85,52,85,68,25,14,12,45,74,55,85,49,89,56,23,13,12,43,85,46,96,149,189,56,23,113,12,43,185,146,196
952,467,3454,75,75,79,79,9,9,69,73,58,55,20,21,72,72,17,16,44,69,35,35,75,78,9,78,52,22,72,16,78,35,76,86,7,82,44,21,72,16,91,31,176,186,107,82,144,21,172,16,91,131
953,286,3244,37,28,3,5,7,67,78,73,32,29,78,87,8,11,14,84,7,8,84,84,22,3,62,65,27,85,12,74,9,78,15,2,68,65,22,96,13,85,7,84,115,2,168,165,122,196,13,185,107,184
954,694,3108,32,32,44,44,82,82,82,80,85,85,55,60,35,36,3,3,75,75,77,73,34,52,85,78,85,65,45,3,75,72,26,48,90,82,94,59,39,2,76,75,126,48,190,182,194,59,139,102,176,175
955,1252,3052,78,76,83,81,79,79,75,75,71,75,3,3,3,3,28,31,95,90,40,55,78,78,75,70,75,2,3,35,85,60,83,99,87,73,80,1,2,29,89,60,83,199,87,173,80,101,2,129,189,160
956,626,3397,61,65,1,2,55,55,68,69,36,50,78,74,67,68,6,10,37,35,81,79,65,2,55,70,52,73,70,10,35,78,58,1,52,73,47,73,67,7,28,86,158,101,52,173,147,73,167,7,28,186
957,705,3247,4,6,34,27,45,45,21,23,7,11,43,41,49,56,51,44,49,45,71,78,5,25,42,19,10,34,52,35,34,73,4,23,36,17,10,26,41,38,25,77,4,23,36,17,10,126,141,38,25,177
958,1033,3439,32,33,2,2,41,41,71,67,26,25,43,49,58,58,74,74,34,38,38,32,35,1,45,68,22,50,55,72,45,32,31,1,39,64,21,40,51,77,36,31,131,1,139,64,21,140,51,77,136,31
959,1025,3010,75,75,100,100,25,25,23,23,28,28,6,6,90,90,80,80,22,22,72,72,78,85,22,20,35,9,75,72,16,75,91,100,20,17,38,7,85,68,16,86,91,100,20,117,38,107,85,68,16,86
960,1034,3417,61,56,65,67,78,80,6,4,32,38,85,80,17,17,78,79,23,25,76,82,60,78,85,5,40,84,12,75,27,85,64,91,89,4,32,99,11,84,18,88,164,91,189,104,32,99,111,84,118,88
961,659,3260,85,82,40,37,26,26,25,26,70,71,77,77,55,55,24,26,29,25,48,50,75,35,25,27,72,78,52,28,22,55,85,28,23,19,72,82,42,21,20,62,85,128,23,119,172,182,142,121,120,62
962,758,3152,67,65,95,88,80,88,32,36,16,16,23,25,58,60,40,40,35,44,55,61,60,78,82,45,15,28,68,45,52,75,54,78,98,37,14,21,64,39,42,87,154,178,98,37,114,121,64,139,42,87
963,783,3344,42,45,37,40,16,16,56,48,68,72,60,61,31,35,21,31,83,80,91,85,55,45,16,45,72,62,45,35,78,85,46,41,16,44,76,68,32,27,82,90,146,41,16,44,76,168,132,127,82,90
964,1222,3210,68,68,80,80,78,78,75,75,30,30,65,65,58,60,23,23,35,45,65,63,78,85,75,78,18,60,63,25,52,72,87,97,88,92,22,60,56,23,42,69,187,97,188,92,22,60,156,23,142,169
965,575,3349,79,77,63,63,33,33,32,32,80,80,55,62,11,11,37,37,76,76,46,46,75,62,45,34,82,65,10,35,75,52,86,57,32,26,98,67,7,29,84,42,86,57,132,126,98,67,7,129,84,42
966,560,3084,59,59,30,29,65,70,89,88,72,73,70,70,90,92,77,78,59,60,22,16,60,27,72,85,65,68,95,72,55,12,55,22,68,90,58,56,95,72,51,12,155,122,68,90,158,56,195,172,151,12
967,553,3031,65,65,49,51,65,63,72,75,48,51,17,17,35,35,55,55,69,69,13,14,65,55,62,75,52,19,27,55,70,14,66,62,52,87,47,17,19,46,83,14,166,62,152,87,147,17,119,146,183,14
968,416,3249,7,8,35,36,7,7,65,65,30,32,70,70,45,47,45,43,53,53,90,87,10,35,8,63,35,62,52,35,52,78,7,38,6,56,29,52,47,30,46,78,7,38,6,156,129,152,147,130,46,178
969,611,3321,42,43,83,85,35,33,29,29,41,48,33,34,35,40,26,21,70,70,23,23,45,85,32,27,50,35,45,20,68,22,39,98,30,23,43,28,34,17,63,15,39,198,30,123,143,28,134,117,163,115
970,561,3368,9,10,75,75,43,45,35,38,82,82,90,90,83,83,27,28,65,63,53,53,12,74,45,45,78,85,85,28,60,52,12,85,43,34,81,98,96,25,64,42,12,185,43,134,181,198,196,125,164,42
971,435,3365,25,25,35,40,45,48,82,82,87,87,65,67,61,70,72,72,14,14,50,52,27,45,55,85,85,72,80,74,14,60,22,40,51,98,93,69,66,71,12,64,122,40,151,198,93,169,66,171,112,164
972,352,3093,63,62,68,79,75,75,15,15,24,24,2,3,65,67,43,43,78,78,40,42,80,75,78,16,27,3,73,48,82,52,66,79,91,16,19,2,73,45,78,42,66,79,191,16,119,102,73,45,78,42
973,762,3042,57,58,32,35,67,67,26,26,28,29,42,47,86,84,24,25,15,15,82,81,68,52,70,25,32,55,75,28,14,72,69,41,62,23,24,51,85,25,12,75,69,141,162,23,24,51,85,125,112,75
974,403,3079,75,72,32,35,72,80,66,62,31,75,28,27,51,52,9,10,11,12,71,73,72,35,85,62,75,27,52,10,12,74,74,28,100,57,86,23,48,7,8,85,174,128,100,57,86,123,48,7,108,185
975,1222,3081,60,66,82,82,49,53,72,72,56,62,58,55,82,80,6,7,76,76,15,15,72,84,54,72,65,45,78,9,75,22,80,99,45,71,58,43,87,7,87,15,180,99,145,71,58,43,187,107,87,115
976,663,3099,84,84,88,84,89,85,36,29,88,82,72,72,69,69,73,73,57,56,10,13,85,82,85,28,78,72,70,73,52,13,97,92,94,26,99,81,63,73,46,11,97,192,194,26,199,81,63,73,46,11
977,611,3128,81,78,20,19,84,82,85,85,87,86,90,89,80,80,42,43,1,1,85,83,63,14,74,85,82,85,82,45,1,82,56,13,85,96,93,98,100,37,1,92,156,113,185,196,193,198,200,37,1,192
978,517,3311,57,57,55,55,44,46,36,39,9,9,66,68,51,46,5,5,14,12,75,75,60,62,50,45,10,72,45,5,12,72,64,52,40,32,6,69,37,4,8,77,164,152,140,132,106,169,37,104,108,77
979,677,3024,44,48,75,77,28,29,84,83,1,2,74,70,9,9,45,48,31,33,29,32,55,82,34,85,1,68,10,52,45,50,53,100,26,88,1,63,9,46,37,43,153,200,126,88,1,163,9,46,137,143
980,317,3344,45,55,48,48,17,17,55,50,80,70,60,60,45,45,40,40,80,80,90,90,55,45,16,45,72,62,45,35,78,85,46,41,16,44,76,68,32,27,82,90,146,41,16,44,76,168,132,127,82,90
981,367,3022,6,7,67,68,34,34,38,40,26,26,51,51,85,87,76,76,80,80,64,65,7,72,34,45,27,52,85,74,78,65,5,81,26,34,18,44,88,85,81,59,105,81,126,134,118,144,88,185,181,59
982,560,3282,2,2,9,10,90,88,52,52,85,83,85,80,21,23,32,32,53,52,19,23,3,10,85,52,82,78,25,32,52,22,2,10,100,54,93,81,23,31,47,21,102,110,100,54,193,181,23,31,147,21
983,856,3239,49,56,74,74,68,70,35,40,36,26,12,12,75,75,92,92,78,78,28,28,65,74,75,45,22,12,70,95,75,27,55,71,79,32,15,8,74,95,86,22,55,171,79,132,115,108,74,195,86,122
984,506,3047,32,27,86,86,79,79,73,73,34,31,61,63,34,45,38,42,56,49,64,67,25,85,78,72,32,65,52,45,45,70,23,96,84,72,30,66,41,34,44,73,23,96,184,172,30,166,141,34,44,173
985,1977,3096,35,30,38,38,75,85,70,65,50,55,24,24,80,72,10,10,7,7,18,16,32,25,80,60,60,19,65,10,10,14,24,23,66,54,60,17,58,9,8,12,24,23,66,154,160,17,158,109,8,112
986,851,3228,56,58,69,74,55,56,60,64,36,38,59,60,20,23,28,20,57,60,48,50,60,78,55,65,35,62,22,14,68,45,64,83,52,72,35,61,20,24,69,43,164,83,52,72,35,61,20,124,69,43
987,610,3346,80,80,14,12,16,16,70,70,70,70,7,8,26,30,28,26,70,70,48,50,85,14,19,70,70,9,35,28,73,55,96,13,17,74,73,7,28,26,77,49,96,113,17,74,173,107,28,26,177,49
988,677,3308,22,25,32,35,82,75,21,25,5,5,12,12,1,1,35,37,40,42,75,72,35,38,73,28,5,12,1,42,50,70,27,33,77,21,4,11,1,36,38,61,127,33,177,121,4,111,1,36,138,161
989,221,3138,59,60,3,3,59,65,70,75,75,70,5,7,80,78,50,55,45,55,80,80,65,3,65,75,68,10,75,55,55,78,59,3,59,79,64,7,88,62,46,83,59,3,159,79,64,7,188,62,146,83
990,1805,3331,62,77,12,12,81,78,15,15,23,23,41,48,72,72,91,91,69,69,51,51,85,13,75,18,22,52,85,85,73,50,96,11,89,18,20,50,89,94,77,38,96,11,89,18,120,50,189,94,177,138
991,299,3395,3,3,35,40,40,40,4,4,89,89,80,80,35,35,85,85,24,20,50,50,2,52,42,3,95,75,35,85,18,52,1,33,36,2,95,89,30,95,18,50,101,133,36,2,195,89,130,95,18,50
992,249,3297,58,60,3,3,67,70,38,34,38,40,34,34,95,95,29,30,4,4,74,72,65,3,80,32,50,14,85,34,4,70,58,2,66,31,38,24,94,26,3,83,58,2,66,31,138,124,194,126,103,183
993,304,3083,2,2,65,67,60,60,45,50,65,67,55,55,50,50,45,50,75,80,30,25,3,72,60,55,70,54,54,55,85,14,2,70,57,50,67,48,45,49,97,24,2,170,157,150,167,148,145,49,197,124
994,308,3076,35,32,71,80,41,32,67,70,50,52,77,75,53,55,3,3,70,72,17,15,32,85,27,72,52,75,55,3,80,12,30,100,19,71,47,80,62,2,66,11,30,100,119,71,47,80,62,102,66,111
995,398,3202,11,12,85,85,6,5,62,67,12,12,29,33,57,58,14,16,48,56,42,43,14,85,10,72,12,42,72,19,65,52,14,95,6,68,12,36,76,17,58,47,14,95,106,68,12,36,76,17,58,47
996,1463,3403,84,80,86,85,24,21,88,95,72,73,52,52,94,84,42,44,46,45,72,72,78,85,18,95,74,52,82,48,45,72,78,97,22,95,85,41,100,45,43,70,178,197,22,195,185,141,200,45,43,170
997,575,3063,65,65,71,75,65,68,38,38,22,20,85,88,11,11,82,82,66,66,49,53,68,78,72,45,16,95,10,82,72,62,63,83,75,37,16,95,6,93,76,61,163,83,175,37,116,195,106,193,76,61
998,1223,3374,45,46,37,37,58,59,35,35,8,9,27,29,82,83,88,91,28,31,41,42,48,45,62,35,10,32,82,95,38,45,45,41,52,35,9,30,92,95,33,39,45,41,152,35,9,30,192,195,33,139
999,1004,3039,78,80,69,73,67,66,64,67,71,74,22,21,19,17,44,48,23,25,47,47,82,80,65,70,78,20,16,52,28,48,98,66,58,62,91,17,16,44,26,45,98,66,158,162,191,117,16,144,26,45
1000,587,3373,28,28,66,66,18,18,70,70,34,34,45,45,5,5,75,75,87,85,15,15,28,70,15,70,35,45,5,74,78,13,26,83,14,63,28,39,4,85,81,11,26,183,114,63,128,39,104,185,181,11
1001,1041,3364,25,20,45,46,52,56,38,36,52,52,72,70,55,59,75,80,70,70,83,83,16,48,60,34,52,67,63,85,72,85,16,45,55,26,49,65,56,90,74,88,16,45,155,126,149,65,156,90,174,88
1002,377,3405,42,43,67,71,78,75,4,4,46,48,76,75,27,24,52,52,81,79,10,11,50,73,72,5,55,73,22,55,75,12,38,73,71,4,53,77,19,52,79,13,138,73,71,104,153,177,19,52,79,13
1003,285,3073,11,11,68,70,2,1,62,64,71,71,43,44,37,37,33,33,38,38,78,78,10,78,1,70,70,52,35,34,45,82,9,82,1,62,73,48,31,26,41,98,9,182,1,162,173,48,131,126,41,98
1004,446,3045,46,53,79,75,60,70,65,68,70,71,39,44,35,34,36,35,82,78,74,78,54,74,73,68,72,45,34,35,78,78,48,85,77,69,71,39,26,31,92,83,148,185,177,69,71,139,126,131,92,83
1005,775,3355,8,8,85,80,17,17,32,32,59,59,82,79,90,86,25,27,49,50,90,90,7,75,18,28,60,72,82,27,52,85,5,86,18,26,57,72,100,19,50,96,105,86,18,26,157,172,200,119,50,196
1006,319,3306,28,25,72,72,68,70,82,83,76,80,54,54,46,46,79,82,28,35,18,18,22,68,73,85,85,52,60,85,45,14,15,64,77,89,88,54,60,97,34,13,115,64,177,189,88,54,160,97,134,113
1007,1196,3415,60,40,20,25,65,65,15,15,55,60,60,55,80,85,60,70,55,50,85,85,35,28,70,14,65,54,85,72,52,85,35,25,61,12,58,48,90,69,42,88,35,125,161,112,58,148,90,169,42,88
1008,324,3182,14,14,45,45,41,40,70,68,85,85,4,4,84,84,39,45,40,41,6,8,14,45,35,65,85,3,85,48,45,10,14,39,35,66,96,2,90,45,41,7,14,139,35,166,196,2,90,45,41,7
1009,750,3226,72,76,65,56,40,30,25,27,43,44,70,67,63,55,56,62,30,25,70,65,85,55,27,28,45,65,52,65,14,60,90,50,19,26,40,72,44,58,24,60,190,150,119,26,40,72,144,158,124,60
1010,537,3343,70,72,41,50,24,24,29,31,60,55,62,62,50,45,51,59,26,20,36,36,73,54,22,32,52,62,45,65,19,35,77,45,19,29,46,61,44,55,17,28,177,145,19,29,46,61,44,55,17,28
1011,375,3082,80,82,32,33,68,69,22,24,58,58,82,82,73,72,16,15,4,4,48,51,85,35,72,27,62,85,72,14,5,52,90,38,70,23,52,96,72,12,4,42,90,38,170,123,152,196,172,112,4,42
1012,518,3159,28,27,13,13,23,22,78,78,85,81,75,75,6,7,55,62,43,50,75,77,27,14,22,78,78,75,7,65,52,78,23,14,20,82,86,87,5,66,47,87,123,14,20,182,186,87,105,166,147,187
1013,1693,3021,22,20,19,17,72,73,63,60,30,33,4,5,54,53,39,43,28,30,64,62,19,12,74,52,35,5,52,45,32,60,17,11,71,46,27,4,48,37,30,64,17,111,171,46,127,4,48,37,30,164
1014,457,3102,5,6,88,88,86,85,9,11,79,80,26,26,44,44,50,66,65,70,26,26,7,85,85,12,82,27,45,75,74,35,5,98,89,13,78,22,44,87,71,27,5,198,189,13,78,122,44,87,171,127
1015,409,3373,28,28,63,63,16,16,58,58,38,38,32,38,6,6,72,72,81,81,13,13,28,70,15,70,35,45,5,74,78,13,26,83,14,63,28,39,4,85,81,11,26,183,114,63,128,39,104,185,181,11
1016,217,3151,24,24,68,74,10,10,56,57,74,75,32,35,7,5,75,75,23,18,35,38,22,75,10,60,78,32,5,72,16,40,21,87,9,54,82,31,4,81,16,32,21,87,9,154,182,31,104,81,116,32
1017,412,3162,21,16,45,50,45,48,80,80,70,64,70,75,68,70,4,5,2,3,27,27,15,52,50,82,62,78,72,7,3,27,14,33,38,98,57,82,72,5,3,18,114,133,138,98,57,82,172,105,3,118
1018,471,3168,82,80,40,40,86,85,28,35,88,88,28,28,82,82,6,6,28,25,42,40,72,38,78,52,78,28,75,7,18,32,80,33,87,35,82,25,79,5,22,29,180,33,187,135,182,125,79,5,22,29
1019,418,3075,57,63,72,72,45,47,23,20,35,40,55,52,50,50,87,87,60,63,62,66,70,70,52,18,45,45,52,85,65,72,63,83,41,22,41,44,50,97,59,68,63,183,141,22,41,44,50,197,59,68
1020,419,3258,62,65,42,42,45,45,62,64,4,4,9,9,42,44,78,79,12,12,63,64,72,45,45,75,3,10,52,85,12,70,80,44,37,80,2,7,47,94,8,73,180,44,137,80,2,7,147,194,108,173
1021,490,3205,75,77,42,48,77,76,55,66,72,71,58,60,56,55,67,66,50,56,8,9,78,52,75,68,70,62,54,65,60,9,99,47,89,63,83,52,48,66,60,7,199,147,89,163,183,152,148,166,160,107
1022,1148,3480,52,55,82,86,63,72,60,62,80,75,85,85,82,82,12,13,50,55,80,77,58,85,70,65,72,85,85,13,54,75,53,97,63,67,72,95,90,11,48,80,53,97,63,67,172,95,190,11,148,80
1023,552,3273,2,2,39,37,85,80,81,77,70,70,34,34,66,67,2,3,60,60,1,1,3,35,78,72,70,14,68,4,60,1,3,27,84,77,74,24,63,3,64,1,3,127,184,77,74,124,163,103,164,1
1024,403,3174,78,79,76,77,83,83,81,78,12,13,23,28,1,1,14,16,3,3,31,42,76,70,85,73,14,35,2,22,4,45,79,62,90,73,14,27,1,15,3,34,179,162,190,73,14,127,101,115,103,34
1025,647,3270,84,84,56,56,80,80,6,6,7,7,80,80,4,4,35,35,32,32,80,80,85,55,78,10,10,82,3,32,25,72,94,62,86,7,10,78,3,29,23,75,194,62,186,7,10,78,3,29,23,75
1026,765,3473,91,91,38,38,36,36,29,29,95,95,79,79,81,81,20,20,84,84,74,74,75,45,40,35,85,85,85,18,78,65,88,43,32,27,97,94,96,15,78,55,188,43,32,127,197,194,96,15,178,55
1027,335,3331,80,80,18,18,85,85,20,20,30,30,50,50,90,90,90,90,70,70,30,30,85,13,75,18,22,52,85,85,73,50,96,11,89,18,20,50,89,94,77,38,96,11,89,18,120,50,189,94,177,138
1028,855,3238,37,40,52,52,11,8,64,69,33,31,71,70,64,64,38,36,76,76,41,41,45,52,10,73,28,68,62,35,76,40,41,50,9,77,25,64,61,28,79,32,41,50,9,177,125,64,61,28,179,32
1029,463,3105,60,55,22,25,68,75,80,75,85,77,50,55,80,85,10,10,55,65,80,85,55,27,78,74,75,55,85,9,68,85,62,23,91,71,84,51,88,7,69,96,62,123,91,171,84,51,88,107,69,196
1030,503,3212,23,24,66,67,20,20,21,22,6,4,58,58,9,11,60,60,58,58,75,78,28,72,18,27,4,52,12,62,58,85,26,75,15,23,3,44,12,68,53,96,26,175,15,123,103,144,12,168,53,96
1031,473,3248,7,7,71,70,73,73,34,38,45,49,60,62,63,63,32,36,3,3,65,67,10,70,74,45,55,68,65,40,3,70,7,74,71,37,46,63,72,32,2,63,7,74,171,137,146,163,72,32,2,63
1032,996,3467,45,40,88,86,28,28,52,52,76,76,68,68,67,65,40,42,82,80,12,12,52,82,34,52,75,70,62,45,75,12,41,92,26,46,84,74,57,39,85,8,141,192,126,46,84,74,57,39,85,108
1033,554,3417,55,55,67,67,89,89,5,5,37,37,97,97,32,12,77,77,20,20,93,93,60,78,85,5,40,84,12,75,27,85,64,91,89,4,32,99,11,84,18,88,164,91,189,104,32,99,111,84,118,88
1034,487,3145,70,72,6,6,31,39,68,68,36,14,34,28,8,8,59,65,83,84,61,74,75,7,45,68,12,27,8,67,85,78,70,5,34,56,11,23,6,65,97,86,70,5,34,56,111,123,6,65,197,186
1035,632,3309,12,12,9,9,59,59,77,78,48,49,81,81,27,33,52,52,46,47,86,86,10,8,65,82,55,85,52,50,52,85,10,6,65,93,62,96,35,40,42,94,110,6,165,193,62,96,135,140,142,194
1036,479,3031,54,60,53,53,58,58,67,67,41,44,18,19,26,26,45,47,66,66,14,14,65,55,62,75,52,19,27,55,70,14,66,62,52,87,47,17,19,46,83,14,166,62,152,87,147,17,119,146,183,14
1037,425,3426,62,62,74,80,35,40,22,19,5,5,36,40,63,63,42,50,23,22,16,17,65,82,45,15,5,45,63,52,22,18,66,92,41,14,4,37,56,35,19,15,166,192,41,114,104,137,156,135,19,15
1038,480,3141,13,13,83,83,78,79,79,78,46,51,50,50,73,73,60,56,38,37,59,61,12,82,82,76,58,54,73,55,35,65,11,78,100,79,53,45,77,46,31,67,111,78,200,179,53,145,177,146,131,67
1039,583,3091,41,41,64,75,32,32,46,45,32,32,72,72,81,78,65,65,34,46,18,12,45,82,62,55,60,85,75,65,55,10,37,78,68,50,60,96,88,59,62,10,137,78,168,150,160,96,188,159,62,110
1040,511,3344,34,48,43,44,23,18,56,47,70,72,64,63,29,35,36,35,75,77,85,85,55,45,16,45,72,62,45,35,78,85,46,41,16,44,76,68,32,27,82,90,146,41,16,44,76,168,132,127,82,90
1041,771,3194,68,69,8,9,15,18,86,80,26,26,50,45,78,78,12,13,82,80,34,37,70,10,20,75,27,35,75,14,78,42,63,8,17,85,22,31,84,13,87,36,63,8,117,85,122,131,84,113,187,36
1042,526,3191,64,64,46,50,43,40,48,50,80,80,88,88,80,77,70,66,8,5,29,35,65,52,35,54,78,78,70,55,4,42,72,33,30,45,81,82,62,51,3,36,72,133,130,145,181,182,162,151,103,36
1043,566,3056,34,43,24,23,19,19,44,48,33,45,58,60,87,90,84,78,86,75,8,6,40,22,18,50,50,65,95,75,74,5,32,20,22,40,43,66,95,80,85,4,32,20,22,140,143,166,195,80,185,104
1044,374,3286,34,48,58,62,58,50,80,80,68,68,55,55,12,12,12,12,34,38,42,42,52,68,52,78,72,52,13,12,45,45,41,63,54,84,68,42,11,12,34,41,141,163,54,184,68,42,11,12,134,41
1045,585,3305,68,66,80,81,42,44,11,12,80,85,80,77,82,77,67,63,45,55,82,85,65,82,45,12,85,76,75,62,62,85,59,100,37,8,96,79,84,57,52,94,159,200,37,108,196,179,84,57,152,94
1046,554,3387,67,65,65,70,54,54,42,47,45,55,13,13,21,24,8,9,45,47,60,62,60,72,55,52,65,14,27,10,52,65,60,71,52,47,58,12,19,9,41,55,60,71,52,47,58,112,119,9,141,55
1047,1488,3396,49,40,70,74,48,54,50,51,81,85,11,11,88,86,78,75,82,80,72,64,40,75,55,52,85,10,85,74,78,62,32,87,49,42,88,6,93,85,99,57,32,87,49,42,88,106,93,185,199,57
1048,235,3218,25,25,81,82,72,72,33,33,52,52,12,12,72,72,48,48,78,78,2,2,34,85,74,52,52,14,75,52,78,1,26,96,85,35,46,14,84,54,92,1,126,96,185,135,46,14,84,54,92,1
1049,552,3175,91,91,66,67,42,49,49,50,63,65,38,38,61,61,103,95,55,55,57,58,74,67,52,52,60,40,60,85,55,52,71,65,33,42,54,32,64,90,51,54,171,65,133,42,154,32,164,90,51,54
1050,584,3027,17,20,40,50,72,72,50,50,12,12,75,75,28,35,32,40,80,80,32,32,22,54,75,55,12,72,42,45,72,35,15,45,86,53,8,80,36,39,72,31,115,145,86,153,108,180,36,139,172,131
1051,584,3420,80,77,70,75,65,68,45,47,33,34,30,34,78,82,67,65,37,31,26,24,82,72,65,50,27,32,78,68,27,16,98,71,72,43,22,27,92,56,19,16,98,71,72,143,122,27,92,56,119,16
1052,742,3042,68,68,53,52,74,70,36,29,28,30,58,56,80,78,30,29,18,15,74,73,68,52,70,25,32,55,75,28,14,72,69,41,62,23,24,51,85,25,12,75,69,141,162,23,24,51,85,125,112,75
1053,538,3257,66,70,60,62,50,50,90,90,75,75,65,74,2,3,85,80,35,27,35,40,73,62,50,78,78,74,3,78,27,45,73,61,38,99,82,85,2,83,19,39,73,61,138,199,82,185,2,83,119,139
1054,504,3386,36,35,69,68,74,74,52,55,64,64,46,46,38,34,25,25,24,24,3,4,32,68,72,55,63,45,27,25,12,5,29,56,72,49,56,44,19,23,11,4,29,56,172,49,156,44,119,23,111,4
1055,971,3136,43,49,62,65,88,82,78,74,25,25,57,62,35,48,23,23,58,63,38,45,52,68,78,72,27,65,55,22,68,50,49,64,87,75,22,59,49,19,63,40,149,64,187,75,122,59,49,19,163,140
1056,664,3412,70,70,63,63,40,40,56,58,13,13,8,6,50,51,38,35,2,2,46,46,76,72,45,68,12,5,60,22,1,52,79,76,41,69,12,4,55,21,1,33,179,76,41,69,12,104,155,21,1,133
1057,743,3184,82,80,85,85,71,73,85,83,88,88,26,27,32,32,24,24,85,85,80,79,75,82,80,82,78,28,34,28,75,74,76,98,66,92,99,26,26,25,85,85,176,98,66,192,199,26,126,125,85,185
1058,1386,3113,48,49,78,81,57,61,26,26,18,18,12,12,42,42,75,76,52,52,80,82,52,85,68,25,14,12,45,74,55,85,49,89,56,23,13,12,43,85,46,96,149,189,56,23,113,12,43,185,146,196
1059,952,3250,42,36,57,63,48,46,73,72,86,84,56,53,49,53,15,13,79,84,62,64,35,65,45,72,82,45,55,12,85,65,28,55,41,70,93,44,46,11,96,59,128,55,41,170,193,44,146,111,196,59
1060,718,3142,32,38,53,60,16,15,75,75,45,45,40,50,22,21,5,5,88,88,38,46,38,62,14,70,45,52,20,5,75,50,33,61,12,73,44,50,17,4,89,38,33,61,112,173,44,50,117,104,89,138
1061,1954,3261,56,44,10,4,87,77,45,32,88,85,13,20,40,45,35,45,45,45,3,3,55,4,78,32,85,20,45,45,45,5,51,3,78,31,90,17,39,34,37,4,151,103,178,31,90,117,39,134,37,4
1062,808,3100,60,60,60,60,55,53,64,63,13,13,75,75,80,78,70,69,45,45,60,65,62,65,52,55,14,75,74,68,45,70,61,58,44,50,12,88,85,69,41,67,61,58,144,150,112,188,185,69,41,167
1063,342,3287,63,66,74,73,83,83,18,17,29,35,68,69,27,26,85,85,7,8,44,48,70,74,85,16,45,75,22,85,10,52,67,71,97,16,32,86,15,95,10,46,167,171,97,16,132,86,115,95,10,46
1064,730,3291,32,45,73,73,65,60,63,63,52,52,50,50,70,70,3,3,2,3,16,20,52,68,55,62,65,52,72,3,3,25,42,64,52,61,58,48,71,2,3,23,142,64,52,61,58,48,71,102,3,23
1065,1254,3483,12,12,78,78,32,28,7,8,46,51,36,32,75,74,87,82,75,70,14,14,12,82,25,10,55,27,72,75,72,14,8,100,23,6,50,19,71,89,72,13,108,200,23,106,150,119,71,89,172,113
1066,773,3021,20,19,20,16,72,75,65,58,28,34,5,5,45,47,46,45,28,30,52,55,19,12,74,52,35,5,52,45,32,60,17,11,71,46,27,4,48,37,30,64,17,111,171,46,127,4,48,37,30,164
1067,507,3152,50,56,76,77,83,83,38,41,21,16,17,19,62,65,45,45,43,46,66,70,60,78,82,45,15,28,68,45,52,75,54,78,98,37,14,21,64,39,42,87,154,178,98,37,114,121,64,139,42,87
1068,833,3070,28,28,11,11,7,7,65,65,79,79,56,55,38,36,37,42,83,82,37,36,27,10,7,65,78,54,35,45,82,35,23,10,5,58,86,48,30,41,93,35,123,10,5,158,186,148,130,41,193,35
1069,497,3080,16,16,12,12,62,62,32,32,42,42,29,29,21,21,71,71,34,34,42,42,18,12,72,32,45,27,22,67,32,50,15,8,68,24,40,22,20,65,27,40,15,108,68,24,40,122,20,65,27,140
1070,1020,3478,6,6,51,51,46,38,71,62,72,72,66,56,8,10,42,50,76,75,85,84,5,52,35,60,75,52,10,55,73,82,4,33,28,57,86,46,10,46,73,98,4,133,128,157,86,46,10,146,73,98
1071,786,3077,55,45,37,52,18,15,70,60,80,72,85,85,45,35,30,40,65,60,50,70,45,52,15,60,72,85,35,45,60,70,44,41,14,57,77,88,35,36,60,61,44,141,114,157,77,88,35,136,60,161
1072,876,3405,33,40,85,80,80,80,6,6,40,45,56,80,29,25,30,50,60,70,7,10,50,73,72,5,55,73,22,55,75,12,38,73,71,4,53,77,19,52,79,13,138,73,71,104,153,177,19,52,79,13
1073,807,3063,64,64,73,73,71,71,47,47,17,17,87,87,8,9,86,86,53,61,55,55,68,78,72,45,16,95,10,82,72,62,63,83,75,37,16,95,6,93,76,61,163,83,175,37,116,195,106,193,76,61
1074,1358,3202,12,13,77,82,8,9,64,69,11,12,40,41,72,72,17,18,67,67,46,49,14,85,10,72,12,42,72,19,65,52,14,95,6,68,12,36,76,17,58,47,14,95,106,68,12,36,76,17,58,47
1075,671,3002,53,56,68,67,34,39,17,17,45,45,3,4,76,77,92,92,45,46,77,77,52,68,42,18,45,5,78,85,50,75,50,69,36,15,37,4,91,89,38,70,50,69,36,15,137,4,91,189,138,70
1076,1196,3088,57,54,26,22,82,82,84,83,62,68,23,22,21,34,87,87,67,62,38,32,52,16,82,85,75,18,32,75,60,22,54,16,100,94,80,22,29,89,60,15,54,116,200,94,80,22,29,89,160,115
1077,1035,3352,80,85,55,62,57,57,25,30,10,10,36,40,70,75,32,32,74,74,23,25,85,65,60,35,10,50,78,52,75,34,97,58,54,28,9,38,82,35,84,26,197,158,154,28,9,138,82,135,84,126
